user_q,std_q,match_label,class_label
"需要带规划部门的批复文件吗,我是做钢铁的",1,1,"16,56"
"是国家优惠价,要上级批准文件吗",1,1,"33,53"
"要乡镇及以上政府或规划部门的批复文件吗,方案答复这一步我需要做什么？",1,1,"28,58"
"要带事业法人证书或组织机构代码证复印件吗,要带着土地租赁协议及产权人同意报装证明材料吗",1,1,"23,48"
"是不是也要主体证明,是国家优惠电价",1,1,"38,50"
"委托授权书也要吗,要土地租赁协议及产权人同意报装证明材料吗",1,1,"13,48"
"申请受理，我要怎么做,要带立项、规划批复文件吗",1,1,"5,30"
"要带委托授权书吗,要带规划批复文件吗",1,1,"13,32"
"如何办电？,外部工程施工具体指什么",1,1,"4,35"
"如何办电？,我这里是新建的",1,1,"4,29"
"要带身份证吗,我是代表机关事业单位来的",1,1,"8,40"
"我是高压用户,装表接电具体指什么",1,1,"37,59"
"我需要要带有业执照复印件吗,方案答复这一步我需要做什么？",1,1,"21,58"
"我替我朋友来办,外部工程施工指什么",1,1,"11,35"
"申请受理，我要怎么做,要报装申请资料吗",1,1,"5,42"
"是不是也要主体证明,我是代表机关事业单位来的",1,1,"38,40"
"我是高压用户,要上级批准文件吗",1,1,"37,53"
"我需要拿户口簿吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗",1,1,"10,34"
"需要带规划部门的批复文件吗,我是代表学校来的",1,1,"16,22"
"我替我朋友来办,要团级及以上证明吗",1,1,"11,25"
"要立项、规划批复文件吗,我需要带着租赁协议复印件及产权人同意报装证明材料吗",1,1,"30,46"
"要带委托授权书吗,方案答复这一步我需要做什么？",1,1,"13,58"
"低压用户,要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗",1,1,"2,41"
"要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,要报装申请资料吗",1,1,"26,42"
"要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,需要带立项文件吗",1,1,"26,31"
"低压用户,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"2,43"
"我家是农村的,要报装申请资料吗",1,1,"27,42"
"如何办电？,要上级批准文件吗",1,1,"4,53"
"要乡镇及以上政府或规划部门的批复文件吗,要房屋产权证明吗",1,1,"28,44"
"我替我家里来办,要建设工程规划许可证及附件吗",1,1,"11,55"
"我是小区居民,要房屋产权证明嘛",1,1,"3,44"
"低压用户,要合法的土地使用证明吗",1,1,"2,47"
"我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,我这里是新盖的",1,1,"26,29"
"规划批复文件是不是也需要带着？,要带着土地租赁协议及产权人同意报装证明材料吗",1,1,"32,48"
"要乡镇及以上政府或规划部门的批复文件吗,要规划立项",1,1,"28,54"
"我家属于宅基地,我需要带着租赁协议复印件及产权人同意报装证明材料吗",1,1,"15,46"
"我是高压用户,我需要带建设工程规划许可证及附件吗",1,1,"37,55"
"我是非居民,是国家优惠价",1,1,"17,33"
"我需要拿户口簿吗,是国家优惠价",1,1,"10,33"
"要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗,方案答复这一步我需要做什么？",1,1,"49,58"
"要带有效营业执照复印件吗,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"19,49"
"要带委托授权书吗,装接电表具体指什么",1,1,"13,36"
"我是非居民,装表接电具体指什么",1,1,"17,59"
"要团级及以上证明吗,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗",1,1,"25,41"
"我是小区用户,要团级及以上证明吗",1,1,"3,25"
"是国家优惠电价,要项目立项及批复吗",1,1,"50,52"
"要带身份证吗,要报装申请资料吗",1,1,"8,42"
"您好，我想问一下怎么办电呢,需要带规划部门的批复文件吗",1,1,"4,16"
"如何办电？,要报装申请资料吗",1,1,"4,42"
"要带事业法人证书或组织机构代码证复印件吗,要带规划批复文件吗",1,1,"23,32"
"我需要带客户有效身份证明吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"7,51"
"要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗,装表接电是？",1,1,"57,59"
"要规划立项,装表接电是？",1,1,"54,59"
"我代表公司来的,要项目立项及批复吗",1,1,"39,52"
"是国家优惠电价,方案答复这一步我需要做什么？",1,1,"50,58"
"要带有效营业执照复印件吗,装接电表是？",1,1,"19,36"
"要合法的土地使用证明吗,要带项目立项及批复吗",1,1,"47,52"
"要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"41,43"
"低压,我替我家里来办",1,1,"2,11"
"要乡镇及以上政府或规划部门的批复文件吗,我是做钢铁的",1,1,"28,56"
"我需要拿户口簿吗,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗",1,1,"10,41"
"方案答复具体指什么,装表接电是？",1,1,"58,59"
"我需要带护照吗,要建设工程规划许可证及附件吗",1,1,"9,55"
"我是机关事业单位的,要带事业法人证书或组织机构代码证复印件吗",1,1,"40,23"
"我是代表学校来的,需要带建设工程规划许可证及附件吗",1,1,"22,55"
"我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,要合法的土地使用证明吗",1,1,"34,47"
"我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,是国家优惠电价",1,1,"26,50"
"我需要拿户口簿吗,我家是农村的",1,1,"10,27"
"我是代表我们公司来的,要上级批准文件吗",1,1,"20,53"
"需要带房产证吗,要立项、规划批复文件吗",1,1,"14,30"
"申请受理这一步包括什么,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户",1,1,"5,56"
"我不是居民,装接电表具体指什么",1,1,"17,36"
"要项目立项及批复吗,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户",1,1,"52,56"
"我这里是新建的,要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗",1,1,"29,41"
"需要带规划部门的批复文件吗,我属于企业",1,1,"16,39"
"您好，我想问一下怎么办电呢,是高压用户",1,1,"4,37"
"要立项、规划批复文件吗,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"30,57"
"要上级批准文件吗,我是做钢铁的",1,1,"53,56"
"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗",1,1,"18,26"
"我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,要房屋产权证明吗",1,1,"34,44"
"我是小区用户,需要拿户口簿吗",1,1,"3,10"
"委托人的身份证明需要吗,我需要带着租赁协议复印件及产权人同意报装证明材料吗",1,1,"12,46"
"我需要要带有效营业执照复印件吗,外部工程施工具体指什么",1,1,"19,35"
"我在我们村里办电,要主体证明吗",1,1,"27,38"
"是我租的房子,我需要带着租赁协议复印件及产权人同意报装证明材料吗",1,1,"45,46"
"您好，我想问一下怎么办电呢,要团级及以上证明吗",1,1,"4,25"
"我替我朋友来办,要带项目立项及批复吗",1,1,"11,52"
"要带事业法人证书或组织机构代码证复印件吗,需要带立项文件吗",1,1,"23,31"
"要带营业执照复印件吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"21,51"
"我需要带客户有效身份证明吗,我是非居民",1,1,"7,17"
"要租赁协议复印件及产权人同意报装证明材料吗,是国家优惠电价",1,1,"46,50"
"需不需要乡镇及以上政府或规划部门的批复文件,要项目立项及批复吗",1,1,"28,52"
"需要带房产证吗,我是军队的",1,1,"14,24"
"要带事业法人证书或组织机构代码证复印件吗,是国家优惠价",1,1,"23,33"
"带什么呢,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"6,49"
"我是小区居民,要团级及以上证明吗",1,1,"3,25"
"护照需要吗,要事业法人证书或组织机构代码证复印件吗",1,1,"9,23"
"需要带租赁协议复印件吗,需要带规划部门的批复文件吗",1,1,"14,16"
"我是非居民,外部工程施工具体指什么",1,1,"17,35"
"我替我家里来办,要带着土地租赁协议及产权人同意报装证明材料吗",1,1,"11,48"
"是不是需要团级及以上证明,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"25,51"
"我需要带客户有效身份证明吗,我需要要带有业执照复印件吗",1,1,"7,21"
"外部工程施工具体指什么,装接电表是？",1,1,"35,36"
"是不是需要团级及以上证明,是国家优惠价",1,1,"25,33"
"要带规划批复文件吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗",1,1,"32,34"
"需要带立项文件吗,方案答复这一步我需要做什么？",1,1,"31,58"
"我需要带着租赁协议复印件及产权人同意报装证明材料吗,是国家优惠电价",1,1,"46,50"
"如何办电？,要带立项、规划批复文件吗",1,1,"4,30"
"要带有效营业执照复印件吗,要租赁协议复印件及产权人同意报装证明材料吗",1,1,"19,46"
"要上级批准文件、立项批准文件吗,我需要带建设工程规划许可证及附件吗",1,1,"53,55"
"我需要要带有效营业执照复印件吗,需不需要乡镇及以上政府或规划部门的批复文件",1,1,"19,28"
"要带委托人的身份证明吗,我是代表公司来的",1,1,"12,20"
"需要带租赁协议复印件吗,装接电表具体指什么",1,1,"14,36"
"要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"34,51"
"委托授权书也要吗,要建设工程规划许可证及附件吗",1,1,"13,55"
"需要带租赁协议复印件吗,我在我们村里办电",1,1,"14,27"
"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带有效营业执照复印件吗",1,1,"18,19"
"要带有效营业执照复印件吗,国家给了优惠",1,1,"19,33"
"我需要带身份证吗,要上级批准文件吗",1,1,"8,53"
"要主体证明吗,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"38,49"
"要带着土地租赁协议及产权人同意报装证明材料吗,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"48,49"
"低压用户,装表接电具体指什么",1,1,"2,59"
"我需要带护照吗,要事业法人证书或组织机构代码证复印件吗",1,1,"9,23"
"我不是居民,要带事业法人证书或组织机构代码证复印件吗",1,1,"17,23"
"要带营业执照复印件吗,我需要带建设工程规划许可证及附件吗",1,1,"21,55"
"我替我朋友来办,要项目立项及批复吗",1,1,"11,52"
"我这算是私人宅基地建筑,我这里是新建的",1,1,"15,29"
"需要带政府的批复文件吗,要上级批准文件、立项批准文件吗",1,1,"16,53"
"我是小区居民,需要要带有业执照复印件吗",1,1,"3,21"
"要带委托人的身份证明吗,需不需要乡镇及以上政府或规划部门的批复文件",1,1,"12,28"
"需要带规划部门的批复文件吗,需要带立项文件吗",1,1,"16,31"
"我这算是私人宅基地建筑,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗",1,1,"15,26"
"我是军队的,外部工程施工具体指什么",1,1,"24,35"
"要报装申请资料吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"42,51"
"我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,要合法的土地使用证明吗",1,1,"26,47"
"要乡镇及以上政府或规划部门的批复文件吗,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"28,49"
"要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"41,49"
"我需要要带有效营业执照复印件吗,规划批复文件是不是也需要带着？",1,1,"19,32"
"我是军队的,要房屋产权证明吗",1,1,"24,44"
"要带委托授权书吗,需不需要报装申请资料",1,1,"13,42"
"需要带什么吗,我需要带客户有效身份证明吗",1,1,"6,7"
"我代表公司来的,要房屋产权证明嘛",1,1,"39,44"
"高压,装表接电具体指什么",1,1,"37,59"
"我这里是新建的,装表接电是？",1,1,"29,59"
"要带身份证吗,当时电价有打折",1,1,"8,50"
"护照需要吗,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"9,43"
"我是高压用户,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"37,43"
"需不需要乡镇及以上政府或规划部门的批复文件,要主体证明吗",1,1,"28,38"
"我是小区居民,需要带建设工程规划许可证及附件吗",1,1,"3,55"
"高压,要主体证明吗",1,1,"37,38"
"规划批复文件是不是也需要带着？,要上级批准文件吗",1,1,"32,53"
"要报装申请资料吗,要合法的土地使用证明吗",1,1,"42,47"
"要带立项、规划批复文件吗,装表接电是？",1,1,"30,59"
"是不是需要团级及以上证明,是不是也要主体证明",1,1,"25,38"
"我是代表学校来的,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"22,43"
"我需要带身份证吗,要上级批准文件、立项批准文件吗",1,1,"8,53"
"是我租的房子,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"45,51"
"我需要带护照吗,我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗",1,1,"9,18"
"委托授权书也要吗,我这算是私人宅基地建筑",1,1,"13,15"
"我是军队的,装表接电是？",1,1,"24,59"
"这房子是我租的,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"45,51"
"我是机关事业单位的,要上级批准文件吗",1,1,"40,53"
"您好，我想问一下怎么办电呢,是国家优惠电价",1,1,"4,50"
"要带事业法人证书或组织机构代码证复印件吗,要报装申请资料吗",1,1,"23,42"
"护照需要吗,需要带立项文件吗",1,1,"9,31"
"我是军队的,要立项、规划批复文件吗",1,1,"24,30"
"带什么呢,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗",1,1,"6,41"
"带什么呢,需不需要乡镇及以上政府或规划部门的批复文件",1,1,"6,28"
"带什么呢,要报装申请资料吗",1,1,"6,42"
"我家属于宅基地,是国家优惠电价",1,1,"15,50"
"我家属于宅基地,需不需要报装申请资料",1,1,"15,42"
"国家给了优惠,要项目立项及批复吗",1,1,"33,52"
"我替我家里来办,要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗",1,1,"11,18"
"要主体证明吗,当时电价有打折",1,1,"38,50"
"我家属于宅基地,我是机关事业单位的",1,1,"15,40"
"要带有效营业执照复印件吗,我是机关事业单位的",1,1,"19,40"
"要事业法人证书或组织机构代码证复印件吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"23,51"
"装接电表具体指什么,是我租的房子",1,1,"36,45"
"低压用户,外部工程施工指什么",1,1,"2,35"
"要带营业执照复印件吗,我这里是新建的",1,1,"21,29"
"我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,我是高压用户",1,1,"34,37"
"请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"49,51"
"需要带房产证吗,我是代表机关事业单位来的",1,1,"14,40"
"需要带房产证吗,要规划立项",1,1,"14,54"
"护照需要吗,我替我家里来办",1,1,"9,11"
"要带委托授权书吗,我是机关事业单位的",1,1,"13,40"
"我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗,装表接电具体指什么",1,1,"51,59"
"我需要带户口簿吗,需要带规划部门的批复文件吗",1,1,"10,16"
"要带规划批复文件吗,装表接电具体指什么",1,1,"32,59"
"当时电价有打折,要上级批准文件、立项批准文件吗",1,1,"50,53"
"我家属于宅基地,我是做钢铁的",1,1,"15,56"
"我是低压用户,要建设工程规划许可证及附件吗",1,1,"2,55"
"我需要拿户口簿吗,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"10,43"
"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我是机关事业单位的",1,1,"18,40"
"带什么呢,装接电表具体指什么",1,1,"6,36"
"我这算是私人宅基地建筑,我是机关事业单位的",1,1,"15,40"
"需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗,当时电价有打折",1,1,"43,50"
"需要带规划部门的批复文件吗,要立项、规划批复文件吗",1,1,"16,30"
"高压,要上级批准文件吗",1,1,"37,53"
"我替我朋友来办,要房屋产权证明嘛",1,1,"11,44"
"规划批复文件是不是也需要带着？,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"32,51"
"要带有效营业执照复印件吗,我是代表机关事业单位来的",1,1,"19,40"
"我是代表学校来的,是国家优惠价",1,1,"22,33"
"我是代表学校来的,是我租的房子",1,1,"22,45"
"我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗",1,1,"26,41"
"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我需要要带有效营业执照复印件吗",1,1,"18,19"
"委托人的身份证明需要吗,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"12,43"
"要带委托授权书吗,我是做钢铁的",1,1,"13,56"
"我这里是新建的,外部工程施工具体指什么",1,1,"29,35"
"要主体证明吗,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"38,43"
"委托授权书也要吗,我家属于宅基地",1,1,"13,15"
"要带委托授权书吗,我是代表学校来的",1,1,"13,22"
"是不是需要团级及以上证明,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"25,43"
"要带委托授权书吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗",1,1,"13,34"
"要带规划批复文件吗,要带项目立项及批复吗",1,1,"32,52"
"我替我家里来办,要报装申请资料吗",1,1,"11,42"
"装接电表是？,这房子是我租的",1,1,"36,45"
"需要带政府的批复文件吗,要带有效营业执照复印件吗",1,1,"16,19"
"我在我们村里办电,要土地租赁协议及产权人同意报装证明材料吗",1,1,"27,48"
"要带有效营业执照复印件吗,是我租的房子",1,1,"19,45"
"要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户",1,1,"49,56"
"规划批复文件是不是也需要带着？,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户",1,1,"32,56"
"我是军队的,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"24,43"
"我需要带客户有效身份证明吗,我这算是私人宅基地建筑",1,1,"7,15"
"我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,这房子是我租的",1,1,"34,45"
"我需要带户口簿吗,需要带立项文件吗",1,1,"10,31"
"低压,我这算是私人宅基地建筑",1,1,"2,15"
"我需要带护照吗,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"9,49"
"我这算是私人宅基地建筑,要土地租赁协议及产权人同意报装证明材料吗",1,1,"15,48"
"要带有效营业执照复印件吗,要规划立项",1,1,"19,54"
"我需要拿户口簿吗,我替我朋友来办",1,1,"10,11"
"带什么呢,我是机关事业单位的",1,1,"6,40"
"我替我家里来办,要带有效营业执照复印件吗",1,1,"11,19"
"要带客户有效身份证明吗,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户",1,1,"7,56"
"要带委托授权书吗,规划批复文件是不是也需要带着？",1,1,"13,32"
"需要带政府的批复文件吗,我是军队的",1,1,"16,24"
"要带委托人的身份证明吗,装表接电是？",1,1,"12,59"
"要带委托授权书吗,我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗",1,1,"13,26"
"我家是农村的,要带立项、规划批复文件吗",1,1,"27,30"
"我需要要带有效营业执照复印件吗,要建设工程规划许可证及附件吗",1,1,"19,55"
"要立项、规划批复文件吗,我是机关事业单位的",1,1,"30,40"
"我是小区居民,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗",1,1,"3,34"
"要团级及以上证明吗,我是机关事业单位的",1,1,"25,40"
"委托授权书也要吗,要团级及以上证明吗",1,1,"13,25"
"我替我朋友来办,我是机关事业单位的",1,1,"11,40"
"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,需要带建设工程规划许可证及附件吗",1,1,"18,55"
"我是机关事业单位的,要报装申请资料吗",1,1,"40,42"
"要带委托授权书吗,是我租的房子",1,1,"13,45"
"是不是需要团级及以上证明,是国家优惠电价",1,1,"25,50"
"低压用户,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗",1,1,"2,34"
"是不是需要团级及以上证明,这房子是我租的",1,1,"25,45"
"申请受理这一步包括什么,要带有效营业执照复印件吗",1,1,"5,19"
"我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗,要规划立项",1,1,"51,54"
"要报装申请资料吗,要建设工程规划许可证及附件吗",1,1,"42,55"
"我是代表我们公司来的,要事业法人证书或组织机构代码证复印件吗",1,1,"20,23"
"要主体证明吗,方案答复这一步我需要做什么？",1,1,"38,58"
"如何办电？,需不需要乡镇及以上政府或规划部门的批复文件",1,1,"4,28"
"我在我们村里办电,要房屋产权证明嘛",1,1,"27,44"
"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要主体证明吗",1,1,"18,38"
"我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗,我需要带建设工程规划许可证及附件吗",1,1,"51,55"
"要团级及以上证明吗,要带规划批复文件吗",1,1,"25,32"
"需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗,方案答复具体指什么",1,1,"43,58"
"需要带房产证吗,是国家优惠电价",1,1,"14,50"
"要带规划批复文件吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"32,51"
"是我租的房子,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"45,49"
"要带事业法人证书或组织机构代码证复印件吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗",1,1,"23,34"
"需要带什么吗,我是做钢铁的",1,1,"6,56"
"要事业法人证书或组织机构代码证复印件吗,装表接电具体指什么",1,1,"23,59"
"要带规划批复文件吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗",1,1,"32,34"
"要带委托人的身份证明吗,当时电价有打折",1,1,"12,50"
"需要带房产证吗,我需要要带有效营业执照复印件吗",1,1,"14,19"
"我这算是私人宅基地建筑,要带有效营业执照复印件吗",1,1,"15,19"
"委托人的身份证明需要吗,要带着土地租赁协议及产权人同意报装证明材料吗",1,1,"12,48"
"委托授权书也要吗,方案答复这一步我需要做什么？",1,1,"13,58"
"要带委托授权书吗,我不是居民",1,1,"13,17"
"装接电表是？,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"36,57"
"需要带立项文件吗,我是高压用户",1,1,"31,37"
"需不需要乡镇及以上政府或规划部门的批复文件,规划批复文件是不是也需要带着？",1,1,"28,32"
"委托人的身份证明需要吗,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"12,49"
"我是军队的,国家给了优惠",1,1,"24,33"
"要乡镇及以上政府或规划部门的批复文件吗,要土地租赁协议及产权人同意报装证明材料吗",1,1,"28,48"
"需要带租赁协议复印件吗,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"14,57"
"需要带租赁协议复印件吗,装接电表是？",1,1,"14,36"
"申请受理这一步包括什么,我是非居民",1,1,"5,17"
"我这算是私人宅基地建筑,我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗",1,1,"15,18"
"要乡镇及以上政府或规划部门的批复文件吗,装接电表具体指什么",1,1,"28,36"
"我需要拿户口簿吗,我家属于宅基地",1,1,"10,15"
"申请受理，我要怎么做,要带客户有效身份证明吗",1,1,"5,7"
"我是非居民,我是代表公司来的",1,1,"17,20"
"我替我家里来办,我这里是新盖的",1,1,"11,29"
"带什么呢,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"6,49"
"我需要要带有业执照复印件吗,我是做钢铁的",1,1,"21,56"
"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我是代表机关事业单位来的",1,1,"18,40"
"要团级及以上证明吗,要规划立项",1,1,"25,54"
"需要带规划部门的批复文件吗,是国家优惠电价",1,1,"16,50"
"要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗,要上级批准文件吗",1,1,"51,53"
"我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,外部工程施工具体指什么",1,1,"34,35"
"我家属于宅基地,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗",1,1,"15,34"
"我在我们村里办电,国家给了优惠",1,1,"27,33"
"如何办电？,是我租的房子",1,1,"4,45"
"要事业法人证书或组织机构代码证复印件吗,要立项、规划批复文件吗",1,1,"23,30"
"要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,要建设工程规划许可证及附件吗",1,1,"41,55"
"我是低压用户,而且是机关事业单位的",1,1,"2,40"
"需要带什么吗,要带委托人的身份证明吗",1,1,"6,12"
"我是代表机关事业单位来的,要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗",1,1,"40,41"
"要立项、规划批复文件吗,规划批复文件是不是也需要带着？",1,1,"30,32"
"护照需要吗,要报装申请资料吗",1,1,"9,42"
"我属于企业,要规划立项",1,1,"39,54"
"我这里是新建的,要规划立项",1,1,"29,54"
"我是军队的,我需要带建设工程规划许可证及附件吗",1,1,"24,55"
"这房子是我租的,装表接电是？",1,1,"45,59"
"要事业法人证书或组织机构代码证复印件吗,要房屋产权证明嘛",1,1,"23,44"
"要上级批准文件、立项批准文件吗,我是做钢铁的",1,1,"53,56"
"低压用户,我这算是私人宅基地建筑",1,1,"2,15"
"我属于企业,要报装申请资料吗",1,1,"39,42"
"要报装申请资料吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"42,51"
"我需要要带有效营业执照复印件吗,要上级批准文件、立项批准文件吗",1,1,"19,53"
"低压用户,要建设工程规划许可证及附件吗",1,1,"2,55"
"需不需要乡镇及以上政府或规划部门的批复文件,装表接电具体指什么",1,1,"28,59"
"我是机关事业单位的,要土地租赁协议及产权人同意报装证明材料吗",1,1,"40,48"
"要带身份证吗,要合法的土地使用证明吗",1,1,"8,47"
"申请受理这一步包括什么,我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗",1,1,"5,18"
"申请受理这一步包括什么,装接电表具体指什么",1,1,"5,36"
"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,高压",1,1,"18,37"
"需要带什么吗,我替我朋友来办",1,1,"6,11"
